GENE.NAME,CTRL0_A,CTRL0_B,CTRL0_C,TRT0_A,TRT0_B,TRT0_C,CTRL12_A,CTRL12_B,CTRL12_C,TRT12_A,TRT12_B,TRT12_C,TRT24_A,TRT24_B,TRT24_C,CTRL24_A,CTRL24_B,CTRL36_A,CTRL36_B,CTRL36_C,TRT36_A,TRT36_B,TRT36_C
PMM0738,77,116,77,25,64,103,1296,790,757,110,369,235,1,8,4,208,131,740,292,1142,7,5,4
PMM0739,1006,1360,849,712,796,1176,1188,683,619,157,352,180,20,23,8,826,693,580,430,854,9,21,6
thf1,12257,9876,9198,5740,5687,11963,5366,3953,4344,1288,2292,1081,161,123,61,9172,11815,4615,2150,5669,74,48,44
clpP1,7947,11338,6055,7761,8168,8239,16535,15009,16481,4369,8113,3112,224,208,105,8457,8682,16047,12949,17729,163,261,115
ftsH1,69058,86863,50557,64765,45627,52330,19504,11591,15437,4183,7441,4340,529,450,223,43336,49562,18881,13212,24097,183,268,179
sipA,978,1338,696,766,851,1303,1392,1236,1017,288,1151,476,47,32,12,1164,1009,1060,590,1562,25,16,17
PMM0745,387,499,333,235,294,525,949,653,594,190,729,319,20,19,11,407,407,568,373,714,8,27,7
PMM0746,478,547,450,326,355,822,1477,1154,1147,353,1153,501,66,39,13,881,771,1032,703,1297,29,39,15
pcyA,6471,6008,5060,3690,3028,6513,2875,2340,1911,611,1837,734,130,100,36,5972,5029,2278,1221,2586,29,60,26
PMM0750,1459,1546,1220,1054,1062,1912,2754,1930,2003,727,1555,851,105,88,65,1733,1484,2021,1402,2538,52,58,58
PMM0751,708,748,1210,695,561,1340,1804,636,977,568,424,334,40,60,25,2175,1888,1094,606,1254,31,11,23
rpsB,39694,43242,38270,35532,24842,45687,36090,22681,24361,10582,12168,6684,933,1137,534,58246,51909,36194,20832,40736,566,446,535
tsf,8981,11240,13226,10236,7374,16648,12232,6479,8034,4582,4808,2966,398,431,196,16927,16006,9389,5848,10723,213,204,170
cds-WP_011132389.1,3174,4355,5219,4165,3618,8734,3373,2973,3501,1047,2645,1224,230,231,104,6410,6130,3314,2101,4187,57,107,52
recG,990,1012,803,520,769,1642,2171,1343,1012,338,1345,589,82,89,42,1212,741,714,480,1101,39,80,46
ddpX,577,759,557,442,461,828,1528,1106,966,267,959,344,54,51,31,864,684,870,688,1054,33,23,25
sir,7649,10349,5816,6085,7370,8653,18159,14869,17527,4723,8987,4387,328,405,244,9345,9480,16996,11550,19009,247,335,243
glyS,3776,3549,3461,2389,2883,5990,4344,4246,4790,1088,3347,1349,205,154,77,4007,5748,4468,2629,4598,72,127,64
chlP,18629,18990,25506,10592,20744,35329,42201,37796,61565,12393,21760,10612,373,297,213,42749,76033,75676,66326,73825,471,748,313
vanY,252,391,222,206,274,438,1042,718,516,197,785,338,38,38,16,355,224,466,333,647,15,17,11
typA,6431,5918,6414,5499,4196,9688,7657,5522,7996,2268,3755,1788,158,168,116,8924,13106,7483,5570,7980,106,155,111
PMM0763,815,992,958,615,665,1473,1838,1276,1450,483,730,321,27,22,11,1492,1569,1392,965,1412,19,36,18
lptB,541,689,641,453,457,1102,1239,1060,1017,257,630,242,21,22,16,989,894,1012,670,1221,20,19,17
ccsA,5202,5645,4523,3468,4148,7030,8563,7171,9096,1755,5853,2989,210,122,88,7266,9313,10108,5623,11938,82,172,62
rpe,35928,46122,43586,29058,19302,35649,11509,9794,8537,2513,4077,1420,201,160,98,58163,35722,15910,10443,19023,121,177,122
glpX,28841,26871,44686,24535,19323,53340,13612,10280,16149,5077,6361,3328,360,236,260,66898,87839,25055,18436,26438,234,276,188
hemA,10117,10319,19576,9533,9005,29909,4746,4919,7357,1389,3840,1733,293,151,172,23691,35312,8769,5299,9768,89,197,87
glgC,18796,16944,17092,14538,11188,26741,6625,5660,7191,2152,3752,1697,367,238,137,25949,32297,10546,7209,11861,104,158,100
gnd,2696,4331,2793,2645,3037,3939,23690,23171,29468,8049,12985,4825,119,126,102,4220,2940,18225,16641,17858,201,283,168
pgl,463,770,465,403,622,846,4567,5448,7096,1277,3567,1273,61,67,69,705,447,3228,2686,2955,72,94,45
PMM0772,1606,2264,971,1427,1254,1299,2371,2144,2464,607,1816,740,66,63,46,951,859,1573,1026,1699,38,63,47
PMM0773,653,834,440,583,457,683,1179,933,969,400,1122,497,58,45,28,395,377,520,352,674,23,49,29
ilvD,7619,11377,6294,8122,6460,8616,15722,11883,12353,4066,6427,2789,148,153,137,9254,8197,13319,9608,14668,138,224,105
PMM0775,899,1336,1100,859,762,1577,2184,1544,1609,635,777,350,19,22,29,1905,1655,1922,1618,2161,16,23,19
upp,1235,1768,1295,1051,958,1674,1765,1451,1062,347,763,297,38,34,11,2128,1388,1680,1171,2063,8,23,13
PMM0777,7009,10076,4785,5141,4963,5517,4772,3451,4348,934,1923,807,79,77,38,6211,6336,5250,4362,6557,67,39,47
cobW,2249,3222,2048,1746,2086,3028,2761,2031,2751,628,1595,761,74,78,32,2705,2723,2267,1382,3136,34,54,18
purS,529,1054,833,448,1234,1787,3090,2984,3369,759,2957,1406,82,107,56,1106,836,2718,1508,3143,35,51,29
purQ,580,1142,916,491,1081,1543,3772,3629,4567,1116,3781,1982,122,134,69,1506,1366,3335,1890,3751,53,72,51
cbbA,274685,274087,248272,224837,141864,257552,33791,27870,26432,9072,12925,4454,1437,1156,577,265140,240022,48305,38828,55332,517,490,493
PMM0783,1610,1542,2133,1093,1365,3696,1022,927,1152,249,614,240,27,24,23,3106,3330,1182,741,1320,11,26,14
accD,4751,4992,7383,4017,3618,10344,4191,2702,3743,1316,1711,876,98,95,61,12462,13535,4524,3299,5233,66,69,58
cbbP,26717,19306,32521,15700,17202,41231,11928,9279,16152,3989,5791,2726,314,250,187,55287,79506,22429,14674,22686,167,206,127
leuB,2189,2358,2290,1652,1554,3877,1948,1452,1507,488,1532,587,81,82,60,3379,3605,1543,1138,1810,42,67,41
lpxD,1084,1209,1128,505,940,2124,2536,1744,1559,517,1742,799,63,67,43,1795,1251,1239,795,1655,32,68,55
proB,1284,1288,1288,756,942,1920,3123,2052,2216,669,1865,841,68,82,71,2104,1631,1981,1377,2653,47,63,60
PMM0789,1127,1229,1037,700,921,1861,2559,2222,2775,464,1622,515,29,56,40,1973,1538,2053,1350,2480,31,51,36
PMM0790,1768,2001,1614,1266,1127,2104,5055,3552,3921,1098,1998,801,38,61,32,3197,2665,4089,3262,4812,74,85,62
ruvX,181,338,227,176,271,488,619,404,427,137,327,122,14,15,13,440,263,347,234,382,10,18,22
PMM0792,933,1200,842,508,847,1604,2241,1610,1512,402,1020,264,22,37,29,1596,869,1094,667,1378,16,64,28
PMM0794,2335,2868,2554,1895,2421,4474,3714,3707,3989,882,2611,1033,147,91,54,3870,4400,4150,2555,4359,49,84,35
ycf55,2296,2763,2541,1436,2220,4738,6654,5832,6292,1150,3427,1175,89,74,62,3809,4196,5037,3411,5596,70,124,58
hisA,1153,1184,1224,823,740,1742,3239,2252,2380,723,1726,740,58,56,50,2057,2358,2836,1798,3100,37,65,35
PMM0797,3873,3605,3492,2553,2121,5087,2229,1839,1618,435,1066,395,79,56,25,4763,4590,2346,1507,2556,20,42,22
pgsA,301,327,241,114,216,405,494,464,311,86,582,290,32,31,12,272,156,253,98,412,5,12,12
PMM0799,1537,1601,1642,755,1257,2759,1225,1176,1277,271,798,399,58,49,20,3417,3786,1672,1078,1852,15,26,18
PMM0800,2186,2598,2004,1757,1614,2443,2835,2013,2003,578,1403,731,85,47,21,2103,1806,2444,1511,2910,26,27,22
PMM0801,3098,3544,2085,2057,2014,2694,4534,2613,2533,946,2344,1233,86,88,32,2225,2171,3137,2265,4187,51,51,42
nth,3031,3741,1605,1396,2185,2419,6242,4152,2495,678,2654,1193,81,80,54,2136,1429,2810,1626,3506,61,95,46
potA,1302,1210,977,964,1031,2104,1193,1239,1371,262,1079,423,53,37,45,805,682,1083,655,1361,30,40,20
ftn,9521,18678,9192,9531,9189,11163,9676,7886,8960,1755,3515,1518,102,110,84,12243,11556,13001,11896,15265,80,143,80
PMM0805,1049,1404,1369,831,1939,2302,1332,1557,1368,349,1135,366,23,14,25,1557,1133,1453,1329,2210,34,45,31
cds-WP_011132440.1,2671,3423,3082,2023,3428,4190,3378,3199,2751,916,1979,758,45,37,37,3934,2516,4038,3103,5586,68,98,77
modF,690,792,788,362,755,1434,1664,1181,998,272,786,318,22,32,23,936,705,819,453,1143,26,36,24
cao,2236,2043,2849,996,2150,5271,2232,1926,2293,444,1325,550,60,53,44,3611,4411,2118,1198,2675,32,46,33
PMM0809,370,421,357,225,379,597,331,306,289,67,280,98,7,8,9,438,418,351,192,365,6,9,5
PMM0810,6379,10995,2811,5925,6421,3584,8113,9291,7290,1897,3953,1117,34,31,24,2360,1912,7522,6539,8543,52,94,20
hli18,1,1,0,1,2,1,0,0,2,2,11,13,4,1,1,0,0,0,0,0,0,0,0
hli8,0,0,0,0,0,0,0,0,0,3,9,14,0,0,0,1,0,0,0,0,0,0,0
hli17,13,13,4,22,56,72,14,9,13,27,297,178,48,44,13,6,4,9,3,4,8,5,8
hli7,14,13,16,12,28,43,25,14,11,53,213,149,25,25,6,14,11,15,4,33,2,0,1
hli16,31,15,13,49,114,205,19,24,20,72,539,465,104,131,22,22,11,13,9,11,19,6,27
hli6,58,84,64,40,104,114,147,63,40,113,559,425,73,60,29,133,41,68,29,138,9,13,4
PMM0819,3681,5288,4166,4486,4698,13282,3819,3513,4995,2918,11267,7524,1687,2067,648,6097,6650,5624,4019,7006,487,237,418
ansA,1531,2200,1680,1196,1384,2808,3972,3226,3076,695,2066,855,95,96,66,2772,1941,2755,1935,3451,44,148,46
PMM0822,857,1153,1004,635,998,1832,2285,2036,2258,393,1368,526,53,46,31,1198,1214,1624,874,2069,22,60,29
rsfS,1295,1697,1441,1094,1472,2338,3410,2661,3040,773,1718,743,60,60,27,1894,1908,2945,2114,3447,40,75,41
PMM0824,2623,3329,2267,2215,2289,3507,6475,4456,4378,1509,2734,1311,81,87,60,3837,3192,5311,4339,5815,68,95,72
carB,5364,7255,5502,4558,5489,7961,24247,24565,25924,5404,12399,4644,214,203,175,9775,9555,27475,22147,27694,226,381,209
PMM0828,265,354,275,216,256,458,668,433,320,170,776,474,55,22,13,370,236,341,209,527,15,6,4
tpiA,4199,3074,4761,2777,2947,9202,3950,3472,3206,1234,5920,2703,333,268,100,6308,8599,3828,1836,4957,72,92,56
folP,1345,1302,1790,1069,1454,3530,2405,1657,1239,931,5868,2680,386,294,124,2333,2342,1178,754,1810,96,119,80
chlH,39252,50124,39943,23839,43152,61889,24443,19854,26893,6438,12757,6336,753,545,294,41886,61812,29347,21759,28463,342,495,273
dapB,3279,4817,3123,2671,2431,4353,4030,4002,3484,953,2732,1133,121,95,40,4079,3503,4375,2906,5623,47,64,35
PMM0833,1782,2223,1606,1365,1316,2536,2563,2479,2551,669,1913,809,89,50,33,2192,1992,2494,1531,3379,24,66,28
ubiH,805,1054,617,415,659,1054,954,734,670,164,750,292,36,27,18,577,502,481,222,719,17,19,19
PMM0835,324,356,232,124,302,573,326,322,344,61,312,108,15,12,6,247,228,231,122,319,9,8,5
cds-WP_011132470.1,1592,1936,1435,1014,1447,3045,2430,2889,3240,424,1763,670,43,40,42,1786,1976,2400,1020,2866,24,68,21
cds-WP_011132471.1,562,643,529,184,550,979,926,871,942,92,537,229,12,17,6,525,501,633,200,919,10,21,6
mfd,8487,10298,6196,5968,6886,10928,8591,6400,6444,1761,4270,1899,258,215,163,5986,5072,5132,3722,6056,149,288,138
terC,1385,1408,1638,617,1081,2980,2450,2315,2407,362,1849,764,106,48,32,2434,2178,2179,784,2863,27,57,29
fmt,784,1091,762,502,878,1400,1367,1115,1172,332,778,339,42,34,25,847,824,915,463,916,30,43,29
pmbA,8086,9832,6030,6532,7738,11228,5783,5097,7570,1258,3527,1493,144,138,111,5469,7190,6062,4551,6248,134,215,108
tldD,12413,16487,12330,9534,13822,18691,9627,8314,12400,2519,5071,2473,175,169,116,12144,18008,12244,7670,12965,139,241,126
acsF,15269,17583,18918,9441,19797,31719,12265,12772,21249,3630,6692,3141,247,200,167,25871,46308,24275,18242,24955,140,309,99
ndhV,1644,1870,1081,769,1245,1930,4319,2595,2948,707,1301,551,23,24,27,1497,1491,2315,1391,2876,36,72,30
PMM0846,272,350,281,154,286,492,820,503,497,160,392,177,13,15,10,321,236,303,167,388,7,22,15
zam,3412,4321,2997,2328,3502,5101,5469,4481,4824,1109,2966,1158,111,119,84,3575,3744,4580,3481,5041,62,164,80
PMM0848,305,337,322,182,316,611,462,379,341,91,353,127,18,25,7,471,258,310,171,370,7,12,5
PMM0849,383,538,548,319,438,1115,421,525,384,102,467,157,28,42,15,793,433,390,197,521,6,20,20
PMM0850,572,854,657,419,548,1430,668,770,605,152,728,219,43,66,23,1219,765,607,388,785,16,29,16
PMM0851,10639,11600,10711,4909,11742,16769,7063,7263,11088,1392,4884,1999,184,130,73,14709,19582,11083,7064,10972,75,144,60
PMM0852,313,467,401,303,372,590,881,702,533,219,745,390,26,28,17,618,424,455,261,661,18,15,14
rpmF,3441,3015,3548,3193,1790,3552,5767,2519,3191,1898,1305,861,48,54,26,6056,6552,4311,3929,4493,35,36,60
ftsH4,2866,3777,2023,2277,2481,3100,5123,4896,4753,1308,3767,1514,138,92,67,3146,2753,5344,3730,5675,89,125,84
tpx,56829,57189,40360,42868,33614,52356,39129,37007,42953,9574,16012,6228,418,357,205,49378,63108,55212,39321,57527,313,547,241
PMM0857,964,1244,782,650,791,1422,1253,669,702,295,415,240,27,22,13,934,816,667,312,709,15,24,10
PMM0858,619,994,731,446,479,1200,1783,1475,1580,339,786,321,17,22,15,1209,1103,1364,782,2025,20,49,21
PMM0859,103,181,104,89,106,181,609,349,350,132,308,176,13,12,14,214,107,261,132,379,14,29,17
PMM0860,469,697,361,375,305,496,1743,813,584,287,1016,551,29,44,33,632,299,688,518,1171,20,59,18
cspR,771,1088,854,529,736,1445,1274,1112,995,236,850,309,61,37,44,1203,890,843,596,1111,29,61,29
cobP,3181,3952,3052,3002,2160,3791,2821,1816,1949,862,1333,725,77,66,41,4353,4089,2621,2083,3026,45,73,46
PMM0864,6869,8012,5649,5273,4268,6955,3454,2858,3079,837,1652,755,69,62,49,8220,8125,4828,3488,5451,37,53,33
PMM0865,538,594,479,200,516,839,837,851,1028,129,502,219,27,16,12,863,786,1019,445,1262,13,38,20
metG,6556,8031,6532,5176,5192,9659,6720,4807,5088,1288,3537,1674,249,267,144,9164,8278,5568,4011,7777,114,181,93
rnb,4695,4450,6376,3639,3804,10691,4931,4058,4914,1162,2654,1097,201,189,57,8520,9518,5035,2352,5570,39,101,32
rpmG,22634,18147,18192,13181,9115,18509,14726,10437,11005,3767,4072,1806,219,182,114,28041,35110,16283,11387,17819,147,202,117
PMM0872,14351,24982,10753,14184,12264,11314,3739,3792,3630,805,1716,710,141,129,54,11451,10293,5564,2776,5385,55,73,57
PMM0873,382,411,243,201,282,408,1331,994,1105,315,619,280,37,29,46,437,288,767,460,882,27,62,16
apa2,763,851,634,282,585,1054,1524,1563,1424,285,1125,515,56,49,28,1069,1006,1503,1000,2081,28,73,27
PMM0875,906,1207,884,547,699,1151,2444,1849,1651,501,1136,469,28,34,29,1797,1689,2255,1656,2714,41,52,20
PMM0876,3291,2463,2985,1768,1762,4512,2219,2288,1660,337,1099,329,64,50,31,8192,4910,2703,2326,2720,15,36,12
metH,7592,9351,6150,5228,7636,10297,8770,7331,7969,1969,6721,2971,455,343,252,6697,7260,7361,5081,8625,228,381,199
ilvE,3211,3603,2662,2343,2657,4391,5466,5401,5775,1328,3144,1120,126,95,77,4171,4601,6585,4973,6709,87,120,90
cobN,2608,3093,2449,1684,2324,3870,4741,3683,3191,818,3104,1412,204,160,171,3167,2298,3011,1946,3484,115,229,89
PMM0880,601,807,680,444,589,1195,1922,1540,1713,402,1198,533,54,50,72,1195,1047,1344,1003,1507,64,91,52
uvrC,3747,4685,2620,2425,3408,4288,6620,6347,7222,1443,4682,2054,148,176,113,3324,3654,6660,4620,7684,104,256,74
PMM0883,4538,6326,3201,3200,4058,4204,9908,8420,8719,1698,4154,1821,95,73,58,4882,4998,10962,8880,11921,82,164,65
coaD,889,1076,959,602,758,1326,2224,1656,1617,343,1001,336,35,41,27,1859,1513,1874,1209,2672,30,42,21
dacB,1292,2018,1250,811,1334,2600,3717,3651,3088,530,2233,680,77,78,84,1948,1169,2178,1106,2634,52,131,48
PMM0886,377,634,375,361,397,714,695,753,561,162,422,166,20,19,15,521,450,505,283,662,15,28,21
nifS,1535,1981,1425,1215,1391,2606,3314,2733,2678,649,1818,743,115,76,70,2377,1878,2060,1398,2645,76,151,67
dapF,2529,2654,2363,1542,1888,3840,3874,3395,3462,733,2085,849,107,114,83,3737,3799,3210,2527,3738,54,133,55
leuS,3611,4009,3817,2615,3385,6110,8517,7994,8718,1919,5029,2326,260,174,111,5034,6178,8132,6505,9537,133,205,119
pgi,2855,3329,3472,1897,3368,6274,8545,7508,11985,2124,4850,2260,135,127,125,5487,7772,9735,6375,9986,125,178,100
purN,318,379,300,141,246,498,1352,1088,975,207,677,260,40,26,19,418,276,740,346,1013,20,48,15
argC,1229,1382,1175,766,935,2016,3794,3168,4091,1061,2631,1142,163,124,91,2568,2663,3711,2709,4000,93,158,77
ribA,3032,2739,2548,1935,1772,4059,3531,2427,2348,654,1779,843,161,181,84,3715,3734,2649,1595,3317,83,114,78
rot,8041,8784,8190,5104,6276,10957,6171,4644,7085,1690,2822,1689,130,121,94,12913,18904,8148,5139,8409,89,98,56
PMM0895,1215,1475,1035,935,904,1657,1627,1181,1127,376,781,341,35,32,50,1540,1155,1047,651,1338,28,45,22
dnaK1,4284,5913,5036,3578,3664,7320,15557,12610,12429,3174,6672,2684,260,296,202,10097,7276,13244,9521,14495,221,365,237
PMM0898,2020,2467,1687,1699,1573,3093,2460,2175,2039,625,1855,791,93,99,65,2428,2073,1952,1042,2320,54,57,26
suhB,1838,2298,1934,1528,1632,3602,3272,2429,2734,843,2236,1240,137,154,63,3084,2449,2306,1291,2713,53,102,47
hisZ,1547,1889,1404,798,1295,2859,2334,1731,1780,437,1710,811,110,100,48,1842,1224,1160,499,1546,47,113,35
htpG,63852,75755,46440,41771,33413,58025,104009,94898,77425,18291,43872,14520,846,986,616,111983,56400,89697,58665,142619,889,1550,640
rpmB,4580,4990,4098,3375,3365,6708,7906,6577,6713,2014,4087,1865,146,137,100,6782,5207,6043,4127,8493,93,176,79
PMM0903,3458,4907,4615,3465,3928,8329,5646,5404,6129,1332,4603,2110,255,291,255,6883,4846,4662,2818,6234,147,277,152
ycf49,487,807,575,441,537,1004,1053,787,758,240,969,573,73,103,92,851,416,511,302,797,32,85,65
PMM0905,268,358,242,173,240,393,389,320,304,117,450,279,48,61,55,302,166,213,91,302,12,40,37
psaK,26687,22594,32605,13889,27002,44112,19191,18998,31714,6219,11255,5437,434,336,237,50518,68963,41966,29881,38156,283,365,205
dxs,14455,14034,12273,11013,10267,18051,7250,5184,7139,2123,4152,2221,499,357,179,16702,23407,7627,4642,7443,156,206,119
ilvA,2605,3643,3043,1800,1914,4252,8868,6426,5888,1538,4558,2084,246,247,205,6450,3830,6149,3754,8762,195,310,176
scpB,659,830,699,371,517,1232,2600,2174,2800,689,1372,589,59,40,44,1317,1067,2033,967,2407,54,108,40
ycf19,9541,13813,7349,7218,6969,8164,6091,5937,6328,1182,3031,915,79,95,82,8755,8337,6855,4840,7640,68,111,42
PMM0911,547,741,776,491,571,1230,2130,1524,1097,483,785,230,24,25,17,1851,1293,1811,1579,2263,15,33,24
pyk,8533,10403,10399,7260,6649,14989,10322,8382,9121,2435,5860,2682,348,435,316,16092,14015,10950,7605,13346,199,373,222
salY,2398,2753,2911,2225,2043,4659,3278,2898,3143,1020,2780,1353,227,196,140,3819,3938,3388,2125,3777,97,142,69
PMM0914,576,448,468,297,318,837,598,622,581,93,513,221,49,41,26,408,432,338,189,471,10,31,8
lspA,123,124,89,35,72,154,199,171,140,52,160,72,12,11,4,71,27,42,13,104,4,6,2
PMM0916,1281,1549,984,673,1081,1729,2716,2160,1939,455,1557,588,86,62,48,1587,1216,1787,1176,2064,59,85,58
gadB,5557,6429,3197,3781,3229,4532,4214,3111,2329,605,2027,817,119,108,79,3801,2236,2396,1497,3693,61,141,52
cumB,461,615,305,267,365,380,1235,607,519,202,422,299,23,26,32,520,261,514,396,767,34,44,30
spt,6818,6677,6327,3923,5860,11734,8898,8051,12733,2624,6846,3477,386,274,200,10404,13728,10558,6121,11111,167,286,163
glnA,31923,49924,26411,19289,11001,31458,189786,137411,220608,39403,65849,24019,513,551,408,164341,51755,165129,130234,224916,1137,1805,713
PMM0921,13972,15982,6566,9766,10240,8514,4576,3849,7381,1408,2544,1085,62,36,56,4747,6086,3639,2546,4902,54,81,38
PMM0922,3958,3941,1886,2776,3314,2487,1979,868,1224,448,469,269,23,16,11,1085,1852,891,734,1073,21,10,9
rsbW,1657,2003,1642,1501,1393,3156,1297,1162,1234,332,1006,449,107,118,45,2641,2326,1108,613,1339,31,52,18
mnmH,851,1011,743,479,638,1157,1198,898,802,263,753,376,45,37,31,979,748,739,547,983,41,38,32
psbW,2749,3807,1834,2338,2404,2801,1564,908,945,418,639,421,40,27,17,1394,1560,979,746,1150,18,19,13
secF,1238,1173,1022,420,748,1438,1201,1143,903,177,870,398,39,30,19,1146,1304,823,305,1172,17,45,13
secD,3684,3307,4008,2589,1975,5211,4344,3065,3113,1126,2132,1082,116,103,71,6803,6952,3443,2163,4344,77,106,56
acoB,8469,8109,8301,6198,4552,10466,8644,6551,6288,2177,4130,1877,186,190,135,15794,14438,8654,6048,9465,107,148,81
PMM0931,991,914,821,81,362,997,2077,1598,990,75,647,337,44,27,10,670,519,425,83,1218,13,45,15
ispE,1667,1582,1549,761,881,2061,3108,2059,1866,485,1345,728,65,49,37,2145,1983,1921,924,2609,40,61,38
rsmA,908,907,883,593,584,1291,1543,1121,981,307,857,363,51,38,20,1486,1195,1177,641,1418,43,42,39
cds-WP_011132567.1,1767,1983,1374,1062,1213,1836,2370,1723,1758,362,1004,393,30,18,17,1802,1694,1897,1131,2161,24,44,22
rlmH,637,1015,734,414,691,1215,1194,870,727,174,664,275,32,34,36,745,457,550,292,816,34,73,24
umuD,697,936,561,581,974,1803,821,569,641,433,2277,1477,290,236,101,674,554,532,361,706,35,85,33
umuC,1484,1863,1157,1033,1503,2844,2088,1483,1424,695,2655,1690,292,193,103,1813,1408,1271,912,1714,80,137,66
PMM0938,467,632,373,327,423,855,1518,911,662,284,740,438,58,30,30,755,377,566,399,798,24,41,23
dnaG,708,1050,791,404,751,1204,3419,3680,3556,670,2109,864,60,56,47,1253,980,2815,1745,3517,66,100,36
ruvA,1856,2617,2674,1385,2643,4262,8439,6023,7956,2909,3974,2150,62,62,47,4599,5619,7957,4932,8783,61,75,48
rpsO,28429,25054,22422,21778,13483,27920,16024,12376,13047,3747,7020,2773,357,448,162,29749,31993,16612,12502,16987,212,180,131
PMM0944,22144,19660,18888,17032,12310,27538,13090,10830,12082,3109,6828,2566,448,567,183,24782,25986,13069,8675,13373,221,224,149
dnaE,4564,7114,5033,3608,5336,7482,23005,22974,25014,4970,12386,5606,308,293,328,8261,6633,23923,16413,26367,346,605,273
gatA,7014,7869,7846,7501,5432,11059,15662,13079,13570,4225,6811,3056,179,183,178,11474,12148,12635,6438,13707,175,267,146
rlmB,915,1370,1112,720,910,1722,4851,3307,3730,1171,3033,1539,88,86,53,1858,1348,2647,1841,3554,76,136,47
mrnC,1289,1464,1907,1009,1166,2765,6116,5505,4513,1205,3006,1116,28,27,30,3547,2630,5500,3321,6299,50,62,25
spoIIAA,2311,2660,2965,1464,1935,3938,9269,9021,6859,1505,4204,1434,48,21,33,5210,3934,8637,5791,9888,60,95,39
carA,897,1408,1187,720,1173,2198,4564,4445,6068,1141,5116,2377,107,95,60,2154,2026,4658,2714,5933,86,158,82
trpD,2269,3154,3084,1430,2951,4689,16598,15509,17817,3414,9219,4196,136,139,115,6738,6292,19921,12731,23912,180,310,118
PMM0953,1282,1690,1574,612,1747,2296,10732,9657,10735,1740,4553,1970,61,41,48,3412,3058,11980,8252,14283,71,155,55
PMM0954,1766,2288,1287,1308,1544,2139,2229,1464,1207,467,1125,541,67,71,44,1847,1249,1447,957,1882,54,75,27
msrA,1777,2170,1886,1269,1391,2878,1950,1419,1421,417,830,388,42,55,35,3157,2286,1753,1081,2187,35,46,22
uppP,455,658,427,306,408,714,1637,1158,847,338,1610,838,111,96,65,890,424,804,441,1334,28,48,40
PMM0957,171,263,268,89,200,371,1558,910,1085,277,479,182,7,12,1,578,500,923,453,1075,15,18,7
PMM0958,813,1877,729,735,448,1013,944,671,632,138,634,227,66,87,36,3691,612,640,328,1278,18,30,11
